title,description,job_url
Jurist (all genders),"Ihr Aufgabengebiet umfasst die unternehmerische Lösung von Rechtsfragen in allen Aspekten des Bankrechts sowie des Gesellschaftsrechts. * Rechtliche Beratung der Unternehmensführung, der zentralen Geschäftsbereiche sowie unserer Filialen",https://www.metajob.at/dres/jc?p=000a5vwbmikh7u
Versicherungsberater in Bankfilialen (m/w/d),"Bankerfahrung und/oder Expertise im Versicherungsbereich * Kontaktstärke mit dem gewissen Feingefühl * Bereitschaft, Ihr Wissen gerne weiterzugeben * organisatorische Fähigkeiten im Arbeitsalltag - und arbeiten gerne im Team? Dann sind Sie bei uns genau richtig",https://www.metajob.at/dres/jc?p=000a5vwbtawe48
Privatkundenbetreuung Filialgeschäft (all genders) inkl. Mitarbeiterbetreuung,"Individuelle und qualitätsvolle Beratung und Betreuung der Privatkund*innen * Aktive Führung von Kundengesprächen in der BTV * Ausarbeitung von Veranlagungs- und Vorsorgestrategien für Kund*innen … Berufserfahrung im Privatkundengeschäft einer Bank ist von Vorteil, aber keine Voraussetzung",https://www.metajob.at/dres/jc?p=000a5vwb83550v
Firmenkundenberater/in mit Schwerpunkt gewerbliche Immobilienfinanzierung und Projektgeschäft (m/w/d),Wels - Ringstraße - Kontakt ... Tel.: +43 7242/481-215 - Online Bewerbung - MY JOB: Sie betreuen Firmenkunden und akquirieren Neukunden mit dem Schwerpunkt auf gewerbliche Immobilienfinanzierung und Projektgeschäft … Sie repräsentieren die Oberbank nach außen und pflegen aktiv Ihr Netzwerk,https://www.metajob.at/dres/jc?p=000a5vwb4mmcdm
Firmenkundenassistenz (m/w/d),Sie unterstützen unsere FirmenkundenberaterInnen bei der Vor- und Nachbereitung von Kundengesprächen und im Kreditprozess * Sie stehen unseren KundInnen bei Anfragen und Reklamationen lösungsorientiert zur Seite * Sie sind verantwortlich für die Kontoführung und übernehmen administrative Aufgaben,https://www.metajob.at/dres/jc?p=000a5vwbtxz767
Spezialist gewerbliche Immobilienfinanzierung und Projektgeschäft (m/w/d),Wien - Schwarzenbergplatz - Kontakt ... Tel.: +43/1/53421-55015 - Online Bewerbung - MY JOB: Sie beraten KundInnen des gesamten Geschäftsbereiches Wien zu den Themen gewerbliche Immobilienfinanzierung und Projektgeschäft und akquirieren NeukundInnen … Sie repräsentieren die Oberbank nach außen und pflegen aktiv Ihr … ,https://www.metajob.at/dres/jc?p=000a5vwb2dasvf
Spezialist für gewerbliche Immobilienfinanzierung - Projektgeschäft Schwerpunkt Tourismus (m/w/d),Stadt Salzburg - Kontakt - Hedwig Brandstetter - Tel.: +43/662/6384 DW 203 - Online Bewerbung - MY JOB: Sie beraten KundInnen zu den Themen gewerbliche Immobilienfinanzierung und Projektgeschäft und akquirieren NeukundInnen … Sie repräsentieren die Oberbank nach außen und pflegen aktiv Ihr Netzwerk,https://www.metajob.at/dres/jc?p=000a5vwbvjy6xk
Senior Firmenkundenberater (w/m/d),Pölten - St. Pölten - Kontakt ... Tel.: +43(0)2742/385-30 - Online Bewerbung - MY JOB: Sie betreuen unsere FirmenkundInnen von kleinen und mittleren Unternehmen und akquirieren NeukundInnen … Sie pflegen Ihr Netzwerk und repräsentieren die Oberbank nach außen,https://www.metajob.at/dres/jc?p=000a5vwb22gq15
Firmenkundenberater (m/w/d),"Sie gestalten aktiv Ihr Kundenportfolio im Hinblick auf Ertrag und Risiko und leisten einen aktiven Beitrag zur Zielerreichung Ihrer Filiale * Sie erarbeiten individuelle Kundenlösungen zu Finanzierungen, Zahlungsverkehr, Veranlagung, Risikoabsicherung und Versicherungen … Netzwerk und repräsentieren die … ",https://www.metajob.at/dres/jc?p=000a5vwbpkowbr
Legal Counsel (m/w/d),Laufende Beratung und Unterstützung sämtlicher Organisationseinheiten unserer Bankengruppe bei aktuellen Rechtsfragen mit dem Schwerpunkt Private Equity * Koordination und rechtliche Begleitung von Eigenemissionen und Fremdemissionen … Mehrjährige Erfahrung im Bankenbereich,https://www.metajob.at/dres/jc?p=000a5vwbf4lhta
MitarbeiterIn Asset Management und Nachhaltigkeit (m/w/d),Erstellung von Portfolio- und Wertpapieranalysen * Kennzahlenbasierte Überwachung von Portfolioverwaltungsmandate * Mitwirkung an der Nachhaltigkeitsstrategie von Schelhammer Capital * Laufende Qualitätssicherung des ESG Investmentprozesses … Schelhammer Capital Bank AG,https://www.metajob.at/dres/jc?p=000a5vwbuqfyvb
Fachexperte Sonderkredite und Risikomanagement (m/w/d),In dieser Position sind Sie für die Betreuung von Sonderkrediten zuständig. Sie entwickeln Maßnahmen bei Problemkunden und setzen diese um. Darüber hinaus bearbeiten Sie Betreibungsfälle sowie juristische Problemstellungen … Mitarbeit in einer regionalen Raiffeisenbank mit starkem Potenzial,https://www.metajob.at/dres/jc?p=000a5vwbvhgv6t
Versicherungsberater (m/w/d),"umfassende und kompetente Beratung, sowie Erarbeitung abgestimmter Lösungskonzepte für Ihre KundInnen * Beratung und Verkauf von Versicherungsprodukten (isb Kranken u. Sachversicherungen) … abgeschlossene Bankgrundausbildung von Vorteil",https://www.metajob.at/dres/jc?p=000a5vwbsa35k1
Vertriebsassistent im Innendienst (wmd),"aktive und selbständige Unterstützung von Sparkassen MitarbeiterInnen * Unterstützung des Vertriebs bei der Erstellung von Angeboten, Schulungsunterlagen, Auswertungen und Statistiken, Polizzen-Service, Sanierungen * Schnittstelle zwischen den Sparkassen und der Unternehmenszentrale",https://www.metajob.at/dres/jc?p=000a5vwbjj3ck9
Kundenberater/in,Starten Sie Ihre Karriere bei der Hausbank der Zukunft als … Vollzeit - St. Georgen im Attergau - Gestalten Sie die Zukunft - mit Ihren Kompetenzen. * Erster Ansprechpartner für Kunden * Betreuung und Beratung zugeordneter Kunden … Vertretung der Bank nach außen,https://www.metajob.at/dres/jc?p=000a5vwbx45d2e
Reinigungskraft (m/w/d),Reinigung von Büroräumlichkeiten und Geschäftsflächen * Müllentsorgung und korrekte Mülltrennung * Eigenständige Kontrolle des täglichen Bedarfs … Die Raiffeisenbank Graz-Straßgang freut sich auf deine aussagekräftige Bewerbung inkl. Lebenslauf,https://www.metajob.at/dres/jc?p=000a5vwbbtqb2p
Praktikum - Midoffice Funds (all genders),Enge Zusammenarbeit mit den Midoffice Funds-Spezialist:innen - Unterstützung bei Projekten sowie Übernahme eigenständiger Aufgaben und kleiner Projekte - Unterstützung im Kund:innen-Reporting in Hinblick auf die laufende Erstellung von Berichten für bestehende Kund:innen: Es werden Berichte mit hohem … ,https://www.metajob.at/dres/jc?p=00786my9phcsyh
IT Security Manager (w/m/x)," … IT Security- und IT-Prozess-Spezialisten mit dem Ziel, Sicherheitsrisiken für die RBI Group IT GmbH und ihre Kunden zu managen, zu entschärfen und zu reduzieren. Unser Team stellt die erste Verteidigungslinie dar, setzt aber auch neue Richtlinien in unserem ISMS um",https://www.metajob.at/dres/jc?p=000a5vwb00la90
Mitarbeiter Online Sales (m/w/d),"Wien - Bewerben - WERDE TEIL VON SANTANDER - Die Santander Consumer Bank ist ein profilierter Anbieter von Finanzdienstleistungen im Privatkundengeschäft und führend in der herstellerunabhängigen Auto- und … Mutterunternehmen, die spanische Banco Santander, ist eine der größten … und eine der bedeutendsten Banken … ",https://www.metajob.at/dres/jc?p=000a5vwbsdpi2f
Student Job (w/m/x) Organisationsentwicklung und IT Governance (25 h/Woche),"Die Raiffeisen Bausparkasse, Teil der Raiffeisen Bankengruppe, ist ein österreichisches Unternehmen und seit mehr als 60 Jahren führend am Markt. Wir haben uns auf Sparen und auf das Finanzieren von Wohnraum, Bildung und Pflege spezialisiert",https://www.metajob.at/dres/jc?p=000a5vwbg14yqu
Expert:in Strategisches Kreditrisikomanagement,Dienstort: Graz - Arbeitszeitausmaß: Vollzeit - Berufsfeld: Risikomanagement - Unternehmen: Steiermärkische Sparkasse - Als Mitarbeiter:in der Steiermärkische Sparkasse-Gruppe werden Sie Teil unseres international tätigen Finanzinstituts mit rund 8.000 Mitarbeiter:innen an knapp … ,https://www.metajob.at/dres/jc?p=000a5vwbdmh9o1
Mitarbeiter im Kreditrisikomanagement (w/m/d),"FÜR ALLE, DIE GEMEINSAM ERFOLGE FEIERN. Die Nähe zu unseren Kunden und deren Vertrauen in unsere Beratung ist maßgeblich für unseren Erfolg. Als stark in der Region verankerte Genossenschaftsbank unterstützt die Volksbank Kärnten eG Privatkunden sowie kleine und mittlere Unternehmen",https://www.metajob.at/dres/jc?p=006wuqxuddr3ul
Jurist (m/w/d) im Bereich „Recht & Beteiligungen“,"Sie betreuen Sie anlassbezogen Spezialthemen (zB Kapitalerhöhungen, Gesellschaftsgründungen etc) und unterstützen die Leitung der Abteilung bei deren Umsetzung … Sie komplexe Rechtsfragen des österreichischen und internationalen Bank- und Kapitalmarktrechts eigenverantwortlich und abschließend und … ",https://www.metajob.at/dres/jc?p=z0013pdlkqp0fg
Regulatory and legislative Specialist (all genders) - limited contract,Coordinate and monitor supervisory related activities within Erste Group - Act as internal and external contact person for regulatory affairs (e.g … Support in the field of banking and securities law: interpretation of existing and forthcoming legislation,https://www.metajob.at/dres/jc?p=000a57f5b53jay
"Trainee Risk, Finance, Accounting or Asset Management (m/w/d)",Absolviere das Traineeprogramm im Ausmaß einer Vollzeitbeschäftigung für die Dauer von 12 bzw. 18 Monaten. Neben einer fundierten Bankausbildung erhältst du auch eine hochkarätige Innovationsausbildung. So gestaltest du die Zukunft der Raiffeisenlandesbank OÖ oder der KEPLER-FONDS mit,https://www.metajob.at/dres/jc?p=000ae32sx47uth
Trainee Innovation & Projektmanagement (m/w/d),Absolviere das Traineeprogramm im Ausmaß einer Vollzeitbeschäftigung für die Dauer von 12 bzw. 18 Monaten. Neben einer fundierten Bankausbildung erhältst du auch eine hochkarätige Innovationsausbildung. So gestaltest du die Zukunft der Raiffeisenlandesbank OÖ mit,https://www.metajob.at/dres/jc?p=000ae32szzbm28
Lehre als E-Commerce Kauffrau/-mann 2023 (w/m/d),"Wien, Anstellungsart: Vollzeit - DEINE AUFGABEN: MEHR BEWEGEN - Wie dein Arbeitsalltag aussieht? Abwechslung statt Einheitsbrei … Zusätzlich dazu absolvierst Du eine begleitende Bankgrundausbildung in unserem Schulungszentrum MODAL",https://www.metajob.at/dres/jc?p=002n3brylzsowd
"Head of Organisation, IT-Governance & Information Security (all genders)","Führung und Weiterentwicklung des Teams Organisation, IT-Governance & Informationssicherheit als wesentlicher Bestandteil des Bereichs Organisation & IT … Verständnis für Chancen und Herausforderungen der regulatorischen Anforderungen an die Informations- und Kommunikationstechnologie im Bankensektor",https://www.metajob.at/dres/jc?p=00ca79egoc9ksh
Product Management George Business (all genders),"Drive end-to-end implementation of business requirements, make sure the backlog is up to date - Define and align requirements for solution epics, user stories and specific business acceptance criteria with cross functional business and IT development team … product management in the digital banking area … ",https://www.metajob.at/dres/jc?p=000a57f54bkx3g
Trainee Kundenbetreuung (m/w/d),Absolviere das Traineeprogramm im Ausmaß einer Vollzeitbeschäftigung für die Dauer von 12 bzw. 18 Monaten. Neben einer fundierten Bankausbildung erhältst du auch eine hochkarätige Innovationsausbildung. So gestaltest du die Zukunft der Raiffeisenlandesbank OÖ mit,https://www.metajob.at/dres/jc?p=00dm4ty6ubib02
Mitarbeiter:in Kundenservice Bereich Geschäftskund:innen (w/m/d),"Kompetenzzentrum Regionale Wirtschaft - Wien und Home Office Tage, Anstellungsart: Vollzeit / Teilzeit - Die Stadtbank Wien ist als Nahversorger tief im wirtschaftlichen Leben der Region verankert. Unsere Kund:innen profitieren von der persönlichen Betreuung in einer unserer Bankstellen",https://www.metajob.at/dres/jc?p=000a5vwboizjqq
Assistenz der Geschäftsleitung,Unterstützung der Geschäftsführung im Daily Business sowie bei spezifischen Aufgaben und Projekten - Zentrale Ansprechperson für alle internen und externen Themen - Effektives Bindeglied zwischen der Geschäftsführung und dem Managementteam … Gutes Verständnis des Bankwesens im Allgemeinen von Vorteil,https://www.metajob.at/dres/jc?p=000a57f5jvyy3q
Bereichsleitung Strategisches Risikomanagement (w/m/d),"Mehr bewegen. Mehr erleben. Mehr bewirken - Wien, Anstellungsart: Flexible Arbeitszeitmodelle … Liquiditäts-, Beteiligungs- und operationelles Risiko) der Raiffeisen-Holding und Raiffeisenlandesbank NÖ-Wien und stellen einen reibungslosen Ablauf des … ",https://www.metajob.at/dres/jc?p=000a4tpmz7em6d
Innenrevisor:in in Voll- oder Teilzeit (ab 30 h),"Raiffeisen-Landesbank Tirol AG, Steinbockallee 29, 6063 Rum #### Dein Aufgabengebiet … AG in den zugewiesenen Themenbereichen (insbesondere Corporate Governance, Regulatorik und Gesamtbankrisikosteuerung) sowie das Erstellen von Prüfberichten",https://www.metajob.at/dres/jc?p=000a5vwb3fk5hc
Expert:in Informationssicherheit / CISO (m/w/d),"Verantwortung aller Belange der Informationssicherheit in der Bank und gegenüber Dritten - insbesondere zur Erfüllung bestehender und zukünftiger … EBA-Guidelines, DORA, NIS2, SREP/MREL, SWIFT CSP) … zur Abstimmung und Weiterentwicklung der HYPO NOE Sicherheitsplanung und -strategie und regelmäßiges … ",https://www.metajob.at/dres/jc?p=000a5vwb3xv4tg
Mitarbeiter Kunden-Service-Center (m/w/d),Starte Deine Karriere bei der VB Services als … Baden bei Wien - Gestalte Deine Zukunft - mit Deinen Kompetenzen - In dieser Rolle unterstützt Du maßgeblich den operativen Betrieb unseres Kunden-Service-Centers am Standort Baden … Bereich der (telefonischen) Kundenbetreuung einer Bank sowie Freude am Telefonieren,https://www.metajob.at/dres/jc?p=000a5vwbnu8vav
Marketingleitung (m/w/d),"Sie sind verantwortlich für die Leitung und operative Umsetzung sämtlicher Marketing- und Kommunikationsagenden und leiten ein Team von mehreren Mitarbeiter … bieten Ihnen eine interessante und vielseitige Aufgabe und die Möglichkeit, mit uns die Zukunft der Dornbirner Sparkasse zu gestalten",https://www.metajob.at/dres/jc?p=000a5vwbw3gbsz
Kundenberatung Wohnen & Finanzieren (w/m/d),"Dienstort: Oberndorf bei Salzburg - Arbeitszeitausmaß: Vollzeit - Berufsfeld: Kundenbetreuung Retail, Filialvertrieb - Unternehmen: Salzburger Sparkasse - Damit wir auch in Zukunft unsere Kund:innen in allen finanziellen Angelegenheiten zu den Themen Wohnen & Finanzieren, optimal betreuen können, suchen wir zum … ",https://www.metajob.at/dres/jc?p=000a5vwb30k3vi
Kundenberaterin (m/w/d) Schwerpunkt Wertpapiere und Versicherungen,Bedarfsorientierte Beratung und Verkauf von Bankprodukten & -dienstleistungen (mit Schwerpunkt auf vermögensbildenden Produkten) * Unterstützung der Kund:innen bei der Absicherung und dem Ausbau ihres Vermögens für sie und ihre Nachkommen … Abgeschlossene Bankausbildung & Weiterbildung im Bereich … ,https://www.metajob.at/dres/jc?p=000a5vwb2rha1q
Filialleiter (m/w/d),"Nachhaltigste Bank Österreichs, EMAS Zertifizierung … Diese Aufgaben erwarten Sie * Sie entwickeln Vertriebsstrategien, vereinbaren Vertriebsziele und überwachen deren Erreichung. Dazu kennen Sie den Markt und beobachten ihn ständig",https://www.metajob.at/dres/jc?p=000a5vwbcd9u8x
Kreditmanagement (m/w/d),"Denn so schaffen wir gemeinsam ein dynamisches Arbeitsumfeld, bieten jedem Teammitglied vielfältige Aufgabenstellungen und garantieren einen sicheren … Bewirb dich jetzt und komm zu uns ins tolle Team der Raiffeisenbank Stallhofen",https://www.metajob.at/dres/jc?p=000a5vwbe2d7dc
Trainee (m/w/d),"Du willst Kärntner Unternehmen helfen zu wachsen und ihre Träume und Pläne zu verwirklichen. * Du entwickelst und betreust dein eigenes Kundennetzwerk und wirst Ansprechpartner:in für alle Finanzthemen … Du lernst durch Training on the job"" und das umfangreiche Seminarangebot der Volksbank Akademie",https://www.metajob.at/dres/jc?p=000a5vwbjrvh19
Kundenberater (m/w/d) mit Erfahrung,Starte Deine Karriere bei der Hausbank der Zukunft als … Raum Horn - Gestalte Deine Zukunft - mit Deinen Kompetenzen * in dem Du gerne Verantwortung für die Betreuung der bestehenden Kunden übernimmst … in dem Du mehrjährige Bankerfahrung mitbringst und Kundenpartnerschaft lebst,https://www.metajob.at/dres/jc?p=000a5vwbcb1vge
Junior IT Projektmanager (m/w/d),"Unterstützung bei der Planung und Umsetzung von Projekten * Schnittstelle zwischen dem Team Softwareentwicklung und dem Auftraggeber Kommunalkredit Public Consulting * Leitung kleinerer Teilprojekte * Qualitätssichernde Aufgaben (Ausführung von Testsuiten, Ticketreporting",https://www.metajob.at/dres/jc?p=000a5vwbiflf48
Risk Manager (m/w/d) - Schwerpunkt Immobilien,Linz - Kontakt ... Tel.: +43 732 7802 - 37232 - Online Bewerbung - MY JOB: Werden Sie Teil unseres Teams im Bereich Kreditmanagement! Nach einer entsprechenden Einschulungsphase übernehmen Sie eigenständig und eigenverantwortlich die Bearbeitung von Kreditanträgen und treffen … Kreditgestion unter Einhaltung der … ,https://www.metajob.at/dres/jc?p=000a5vwb9le556
Trainee Firmenkundenberatung (m/w/d),"Sie starten bald und mit Unterstützung mit der Beratung und Betreuung unserer FirmenkundInnen zu Finanzthemen und werden nach und nach zum/zur SpezialistIn im … Oberbank ist anders, weil Sie Ihre Karriere selbst in der Hand haben und wir Sie dabei unterstützen",https://www.metajob.at/dres/jc?p=000a5vwbdr2qxb
Sachbearbeiter*in Kundenservice,abgeschlossene höhere kaufmännische Ausbildung (HAK) * bereits min 2 Jahre Berufserfahrung im Bankenbereich bzw. im Kundenservice * Buchhaltungskenntnisse von Vorteil * ausgezeichnete MS- Office Kenntnisse * sehr gute Englischkenntnisse,https://www.metajob.at/dres/jc?p=000a5vwbikoehq
Kundenbetreuer:in (m/w/d),Sie sind eigenständig für die professionelle und allumfassende Betreuung des eigenen Kundenstocks verantwortlich. * Als engagierte und kommunikationsstarke Person übernehmen Sie den Vertrieb von Bankprodukten inklusive Cross Selling (u.a … Berufsausbildung und -erfahrung im Bankenbereich ist Voraussetzung,https://www.metajob.at/dres/jc?p=000a5vwbpq0udn
MitarbeiterIn in der Vorstandsassistenz (m/w/d),"Unterstützung des Vorstands in allen organisatorischen und administrativen Belangen * Vorrausschauendes Terminmanagement sowie Bearbeitung sämtlicher Korrespondenzen (z.B. Diktate, Briefe) … Eine fundierte Bankausbildung und individuelle Weiterbildungsprogramme",https://www.metajob.at/dres/jc?p=000a5vwbd8nh38
Kundenbetreuer:in (m/w/d),Sie sind eigenständig für die professionelle und allumfassende Betreuung des eigenen Kundenstocks verantwortlich. * Als engagierte und kommunikationsstarke Person übernehmen Sie den Vertrieb von Bankprodukten inklusive Cross Selling (u.a … Berufsausbildung und -erfahrung im Bankenbereich ist Voraussetzung,https://www.metajob.at/dres/jc?p=000a5vwb68vvda
Assistenz Firmenkundenberater (m/w/d),Graz - St. Peter - Raiffeisenbank Graz-St. Peter - Released: 28.11.2022 - In dieser Funktion unterstützen Sie unsere erfahrenen Firmenkundenberater:innen und übernehmen die formelle Abwicklung von Kreditanträgen sowie die … UNSERE VISION - IHRE ZUKUNFT,https://www.metajob.at/dres/jc?p=000a5vwbp67355
Gründerberater:in,Dienstort: Graz - Arbeitszeitausmaß: Vollzeit - Berufsfeld: Kundenbetreuung Corporates - Unternehmen: Steiermärkische Sparkasse - Als Mitarbeiter:in der Steiermärkische Sparkasse-Gruppe werden Sie Teil unseres international tätigen Finanzinstituts mit rund 8.000 Mitarbeiter:innen an knapp … ,https://www.metajob.at/dres/jc?p=000a5vwbgtwybd
Junior Business Analyst Asset & Wealth Management (all genders),"Location: Vienna - Working-Hours: Full-time - Occupation Area: Financial markets, IT - Company: ERSTE Asset Management - Erste Asset Management coordinates and is responsible for all asset management activities of Erste Group and is in charge of assets amounting to more than EUR … ",https://www.metajob.at/dres/jc?p=00786my9sek46u
"Trainee / Graduate Programm Firmenkundenbetreuung (w, m, d) (m/w/d)",Wie dein Arbeitsalltag aussieht? Abwechslung statt Einheitsbrei. Als Graduate im Bereich Kommerzkunden startest Du Deine Karriere im Bereich der Kundenbetreuung von Firmenkunden und Large Corporates mit einem Umsatz von über … Du bringst großes Interesse am Bankgeschäft mit,https://www.metajob.at/dres/jc?p=009190chrkc6me
Accountant / Hochschulabsolvent:in für Finance & Accounting,"Unterstützung bei der individuellen Betreuung von Sparkassen zur Erstellung des monatlichen UGB & IFRS Reporting Packages - Mitarbeit bei spannenden Projekten rund um das Thema Accounting - Interesse an Aufgabenstellungen in Zusammenhang mit Reporting, Digitalisierung & Robotic Process Automation",https://www.metajob.at/dres/jc?p=000a57f5dtc6pu
Call Center Mitarbeiter:in Wien - Homeoffice und Teilzeit möglich,Telefonische Betreuung der Kund:innen der Erste Bank und Sparkassen - Durchführung von vertrauensvollen Zahlungsverkehrstransaktionen - Aktive Unterstützung des Filialvertriebs und Vereinbarung von Beratungsterminen - Erste Ansprechperson im Kundenservice,https://www.metajob.at/dres/jc?p=000a57f514b9ku
Junior Revisor (m/w/d),Durchführung von (investigativen) Sonderprüfungen * Ausarbeitung von fachlichen Prüfungsschwerpunkten und Einbringung von Vorschlägen zur methodischen Weiterentwicklung der Revision … Laufende Kommunikation mit KollegInnen aller Hierarchiestufen in der Bank,https://www.metajob.at/dres/jc?p=000a5vwbfsqkkj
Spezialist:in PR & Kommunikation,Dienstort: Graz - Arbeitszeitausmaß: Vollzeit - Berufsfeld: Marketing / Kommunikation - Unternehmen: Steiermärkische Sparkasse - Als Mitarbeiter:in der Steiermärkische Sparkasse-Gruppe werden Sie Teil unseres international tätigen Finanzinstituts mit rund 8.000 Mitarbeiter:innen an knapp … ,https://www.metajob.at/dres/jc?p=000a5vwbijzn3k
Assistenz der Vertriebsleitung (m/w/d),Stallhofen - Raiffeisenbank Stallhofen - Released: 03.01.2023 - Du wolltest immer schon einmal in einem lässigen Team deine Stärken ausspielen und ein persönliches und flexibles Arbeitsumfeld sind dir wichtig. Dann bist du bei uns genau richtig,https://www.metajob.at/dres/jc?p=000a5vwb00g2gb
Mitarbeiter (m/w/d) für die Liegenschaftsbewertung,"Klagenfurt … Management in Klagenfurt und arbeiten Sie in einer internationalen und verantwortungsbewussten Bank als Mitarbeiter (m/w/d) für die Liegenschaftsbewertung. BKS Bank - Aus- und Weiterbildung, Frauenkarriere, Talenteentwicklung, Traineeprogramm Work Life Balance",https://www.metajob.at/dres/jc?p=000a5vwbecf5gg
Kommerzkundenberater (m/w/d),Sicherstellung der Erreichung der festgelegten Aktivitätenziele pro Kundensegment durch aktive Terminvereinbarung * Teilnahme an Firmenkundenveranstaltungen * Engagierte Umsetzung von geplanten Vertriebsaktivitäten … Mehrjährige Bankerfahrung (idealerweise mit Firmenkunden),https://www.metajob.at/dres/jc?p=000a5vwbyn7b19
Vertriebsassistenz (m/w/d),Das macht die Position für Dich attraktiv - Unterstützung unserer Kundenberater:innen bei der Vor- und Nachbereitung von Kundenterminen - Ansprechpartner:in für unsere Kunden am Telefon und professionelle Abwicklung von Kundenanfragen sowie Erteilung von fachlichen Auskünften … Repräsentation der … ,https://www.metajob.at/dres/jc?p=002myjqoma4z25
Kundenbetreuer:in,"Ansprechperson und Betreuung der zugeordnete Kund:innen in allen finanziellen Angelegenheiten - sehr abwechslungsreiche Aufgaben … Abschluss einer kaufmännischen Ausbildung - Banklehre, Matura - und Fachwissen im Bankenbereich von Vorteil",https://www.metajob.at/dres/jc?p=00guskinci9aw5
Junior-KundenberaterIn Finanzierungen (m/w/d),"Beratung von Finanzierungskunden in den Bereichen Immobilien, Wertpapierfinanzierungen und erneuerbare Energiesysteme in Begleitung erfahrener … Bedarfserkennung und selbständige Strukturierung von Geschäftsfällen unter Berücksichtigung Strategie und Risikopolitik der Bank",https://www.metajob.athttps://www.grawe-bankengruppe.at/de/karriereportal/jobs/195
Junior Kundenbetreuer für den Bereich Privat- & Geschäftskunden (m/w/d),"Sie engagieren sich im Aufbau von langfristigen Kundenbeziehungen und im erfolgreichen Vertrieb unserer Bankdienstleistungen (Kredite, Veranlagungen … hoch motivierten Teams sind Sie ein wichtiger Garant für das Erreichen unserer ambitionierten Ziele und repräsentieren die Bank Burgenland nach außen",https://www.metajob.at/dres/jc?p=00c61v21y99nq0
Consultant (m/w/d) für die Servicestelle Kammerumlage und Wohlfahrtsfonds,Der Tätigkeitsbereich umfasst: Unterstützung der Mitglieder bei der Abwicklung der Beitragszahlungen in den standeseigenen Pensionsfonds und der Kammerumlage - das Halten von Vorträgen und Vorbereiten von Präsentationen … Erfahrung im Bank- bzw. Versicherungswesen,https://www.metajob.athttps://job.kurier.at/job/consultant-m-w-d-fuer-die-servicestelle-kammerumlage-und-wohlfahrtsfonds-847556
Firmenkundenbetreuer (m/w/d),Beratung und Betreuung des zugeordneten Firmenkundenportfolios * Bedarfserhebung und Erarbeitung strukturierter Finanzlösungen * Akquisition von Neukund:innen im Einzugsbereich der Raiffeisenbank * Kreditentscheidungen im Rahmen erteilter Kompetenzen und Ergebnisverantwortung für das zugeordnete … ,https://www.metajob.at/dres/jc?p=000a5vwbrocj2y
Immobilienmakler:in RB Salzburger Seenland und RB Flachgau Mitte,"Wir wenden uns an dienstleistungsorientierte Persönlichkeiten mit Unternehmergeist, die neben einer abgeschlossenen Ausbildung über mehrjährige Berufserfahrung … Raiffeisenbank Salzburger Seenland eGen zH Geschäftsleiter Dir",https://www.metajob.at/dres/jc?p=00dm4ty6yz5a6b
Mitarbeiter Finanzierungscontrolling (m/w/d),"Bonitätsbeurteilung von Firmen- und Privatkund:innen inkl. Ratingabschluss - Laufende Bonitätsüberwachung und Risikobeurteilung, Risikokalkulation - Erstellung von Zweitvoten für Finanzierungsanträge … Abgeschlossene kaufmännische Ausbildung (HAK, Bankausbildung",https://www.metajob.at/dres/jc?p=000ae32sfognvh
Assistenz der Geschäftsleitung (m/w/d),Als Assistenz unterstützt Du die Geschäftsleitung und fungierst als Schnittstelle zwischen allen Geschäftsbereichen. Vorausschauende Organisation - Unterstützung der Geschäftsleitung in allen administrativen und inhaltlichen Belangen … Berufserfahrung im Bankbereich von Vorteil,https://www.metajob.at/dres/jc?p=00dm4ty6qjqgos
Mitarbeiter Kredit Services Qualitätsservice & Support (m/w/d),Als Mitarbeiter:in in „Kredit Services – Qualitätsservice & Support“ erwartet Sie ein breites und abwechslungsreiches Aufgabengebiet in einem herzlichen … Beratung und fachliche Unterstützung von Prozesspartnern und Raiffeisenbanken,https://www.metajob.at/dres/jc?p=000ae32sbg2nuj
Schaltermitarbeiter:in,"Sie unterstützen unsere Kund:innen in allen Angelegenheiten des Zahlungsverkehrs. Dazu zählen die Kontoauszugsverwaltung, die Pflege der Kundendaten, die Betreuung der SB-Geräte, die Bearbeitung und Bestellung von Bankkarten, die Abwicklung … Raiffeisenbank Hüttau-St",https://www.metajob.at/dres/jc?p=00dm4ty6vchwxs
Assistent:in Firmenkunden Projekte und Immobilien - Teilzeit,"Sie sind Ansprechpartner/-in für tagesgeschäftliche Agenden, wie z.B. Fragen zum Thema Kontoführung. Dabei übernehmen Sie auch die systemtechnische Pflege der EDV-Daten unter Beachtung und Sicherstellung der gesetzlichen Erfordernisse",https://www.metajob.at/dres/jc?p=00dm4ty6rd9nl1
Firmenkundenbetreuung Junior (m/w/d),"Vertiefung im Firmenkundengeschäft durch Unterstützung der Kundenbetreuer:innen bei der umfassenden Betreuung und Beratung von Firmenkund:innen … Abgeschlossene wirtschaftliche Ausbildung (Matura, Banklehre) und Erfahrung im Bankkundengeschäft (Privatkunden)",https://www.metajob.at/dres/jc?p=000a5vwbwvc89d
Mitarbeiter:in im Controlling,Nach entsprechender Einarbeitung übernehmen Sie sukzessive wesentliche Teile des Berichtswesens und führen selbständig Kontrolltätigkeiten durch … Dabei arbeiten Sie im Backoffice und unterstützen im Team bei der jährlichen Bilanzerstellung der Bank,https://www.metajob.at/dres/jc?p=00dm4ty6ust69r
